case_id,min,max,duration
.Models.MUs.product1:1236,2020-01-01 03:30:53.796600,2020-01-01 03:34:50.994200,0 days 00:03:57.197600
.Models.MUs.product1:1237,2020-01-01 03:31:05.874400,2020-01-01 03:34:17.732100,0 days 00:03:11.857700
.Models.MUs.product1:1238,2020-01-01 03:31:10.504100,2020-01-01 03:34:35.700400,0 days 00:03:25.196300
.Models.MUs.product1:1239,2020-01-01 03:31:26.554400,2020-01-01 03:34:50.994200,0 days 00:03:24.439800
.Models.MUs.product1:1240,2020-01-01 03:31:40.874100,2020-01-01 03:34:37.596100,0 days 00:02:56.722000
.Models.MUs.product1:1241,2020-01-01 03:31:41.778000,2020-01-01 03:35:22.999800,0 days 00:03:41.221800
.Models.MUs.product1:1242,2020-01-01 03:31:47.313100,2020-01-01 03:34:35.734500,0 days 00:02:48.421400
.Models.MUs.product1:1243,2020-01-01 03:31:58.761500,2020-01-01 03:36:47.763300,0 days 00:04:49.001800
.Models.MUs.product1:1244,2020-01-01 03:32:02.302900,2020-01-01 03:37:20.994200,0 days 00:05:18.691300
.Models.MUs.product1:1245,2020-01-01 03:32:02.789000,2020-01-01 03:35:11.118200,0 days 00:03:08.329200
.Models.MUs.product1:1246,2020-01-01 03:32:05.264400,2020-01-01 03:35:27.182100,0 days 00:03:21.917700
.Models.MUs.product1:1247,2020-01-01 03:32:11.895800,2020-01-01 03:35:27.784900,0 days 00:03:15.889100
.Models.MUs.product1:1248,2020-01-01 03:32:24.461300,2020-01-01 03:37:20.994200,0 days 00:04:56.532900
.Models.MUs.product1:1249,2020-01-01 03:32:27.985800,2020-01-01 03:36:17.727800,0 days 00:03:49.742000
.Models.MUs.product1:1250,2020-01-01 03:32:46.640000,2020-01-01 03:36:18.921100,0 days 00:03:32.281100
.Models.MUs.product1:1251,2020-01-01 03:32:58.478200,2020-01-01 03:36:40.407400,0 days 00:03:41.929200
.Models.MUs.product1:1252,2020-01-01 03:33:14.185700,2020-01-01 03:38:02.763300,0 days 00:04:48.577600
.Models.MUs.product1:1253,2020-01-01 03:33:14.347400,2020-01-01 03:37:23.980600,0 days 00:04:09.633200
.Models.MUs.product1:1254,2020-01-01 03:33:15.482100,2020-01-01 03:36:56.308100,0 days 00:03:40.826000
.Models.MUs.product1:1255,2020-01-01 03:33:19.641100,2020-01-01 03:37:26.580800,0 days 00:04:06.939700
.Models.MUs.product1:1256,2020-01-01 03:33:24.565900,2020-01-01 03:36:26.072000,0 days 00:03:01.506100
.Models.MUs.product1:1257,2020-01-01 03:33:26.920500,2020-01-01 03:37:20.994200,0 days 00:03:54.073700
.Models.MUs.product1:1258,2020-01-01 03:33:36.865700,2020-01-01 03:37:05.306700,0 days 00:03:28.441000
.Models.MUs.product1:1259,2020-01-01 03:33:38.470200,2020-01-01 03:37:14.596400,0 days 00:03:36.126200
.Models.MUs.product1:1260,2020-01-01 03:33:38.973900,2020-01-01 03:38:35.994200,0 days 00:04:57.020300
.Models.MUs.product1:1261,2020-01-01 03:33:51.597400,2020-01-01 03:37:22.363700,0 days 00:03:30.766300
.Models.MUs.product1:1262,2020-01-01 03:33:55.334900,2020-01-01 03:38:07.590700,0 days 00:04:12.255800
.Models.MUs.product1:1263,2020-01-01 03:33:55.809100,2020-01-01 03:39:22.363700,0 days 00:05:26.554600
.Models.MUs.product1:1264,2020-01-01 03:34:03.493500,2020-01-01 03:39:17.763300,0 days 00:05:14.269800
.Models.MUs.product1:1265,2020-01-01 03:34:08.077000,2020-01-01 03:38:02.763300,0 days 00:03:54.686300
.Models.MUs.product1:1266,2020-01-01 03:34:12.574400,2020-01-01 03:38:18.605200,0 days 00:04:06.030800
.Models.MUs.product1:1267,2020-01-01 03:34:23.477700,2020-01-01 03:38:42.363700,0 days 00:04:18.886000
.Models.MUs.product1:1268,2020-01-01 03:34:42.219000,2020-01-01 03:38:28.640000,0 days 00:03:46.421000
.Models.MUs.product1:1269,2020-01-01 03:34:44.905500,2020-01-01 03:37:54.958300,0 days 00:03:10.052800
.Models.MUs.product1:1270,2020-01-01 03:34:50.365100,2020-01-01 03:38:35.634000,0 days 00:03:45.268900
.Models.MUs.product1:1271,2020-01-01 03:35:05.444600,2020-01-01 03:38:47.590700,0 days 00:03:42.146100
.Models.MUs.product1:1272,2020-01-01 03:35:07.523600,2020-01-01 03:38:01.938500,0 days 00:02:54.414900
.Models.MUs.product1:1273,2020-01-01 03:35:26.230700,2020-01-01 03:39:17.763300,0 days 00:03:51.532600
.Models.MUs.product1:1274,2020-01-01 03:35:48.184000,2020-01-01 03:39:50.994200,0 days 00:04:02.810200
.Models.MUs.product1:1275,2020-01-01 03:35:56.205700,2020-01-01 03:39:24.562200,0 days 00:03:28.356500
.Models.MUs.product1:1276,2020-01-01 03:36:31.774700,2020-01-01 03:40:32.763300,0 days 00:04:00.988600
.Models.MUs.product1:1277,2020-01-01 03:36:34.171400,2020-01-01 03:40:10.952400,0 days 00:03:36.781000
.Models.MUs.product1:1278,2020-01-01 03:36:42.720000,2020-01-01 03:41:05.994200,0 days 00:04:23.274200
.Models.MUs.product1:1279,2020-01-01 03:36:43.203000,2020-01-01 03:40:47.590700,0 days 00:04:04.387700
.Models.MUs.product1:1280,2020-01-01 03:36:45.317900,2020-01-01 03:39:57.895600,0 days 00:03:12.577700
.Models.MUs.product1:1281,2020-01-01 03:36:46.391700,2020-01-01 03:40:33.031700,0 days 00:03:46.640000
.Models.MUs.product1:1282,2020-01-01 03:36:48.402700,2020-01-01 03:39:41.228900,0 days 00:02:52.826200
.Models.MUs.product1:1283,2020-01-01 03:36:59.378800,2020-01-01 03:40:03.218600,0 days 00:03:03.839800
.Models.MUs.product1:1284,2020-01-01 03:37:12.979900,2020-01-01 03:40:31.930800,0 days 00:03:18.950900
.Models.MUs.product1:1285,2020-01-01 03:37:17.478600,2020-01-01 03:41:47.763300,0 days 00:04:30.284700
.Models.MUs.product1:1286,2020-01-01 03:37:32.794600,2020-01-01 03:41:12.807800,0 days 00:03:40.013200
.Models.MUs.product1:1287,2020-01-01 03:37:45.141200,2020-01-01 03:41:27.590700,0 days 00:03:42.449500
.Models.MUs.product1:1288,2020-01-01 03:37:48.047700,2020-01-01 03:40:49.698400,0 days 00:03:01.650700
.Models.MUs.product1:1289,2020-01-01 03:37:55.075400,2020-01-01 03:41:23.630200,0 days 00:03:28.554800
.Models.MUs.product1:1290,2020-01-01 03:38:19.067000,2020-01-01 03:43:02.763300,0 days 00:04:43.696300
.Models.MUs.product1:1291,2020-01-01 03:38:41.012600,2020-01-01 03:42:37.627400,0 days 00:03:56.614800
.Models.MUs.product1:1292,2020-01-01 03:38:42.323000,2020-01-01 03:42:26.666800,0 days 00:03:44.343800
.Models.MUs.product1:1293,2020-01-01 03:38:46.553400,2020-01-01 03:42:04.015500,0 days 00:03:17.462100
.Models.MUs.product1:1294,2020-01-01 03:38:47.125700,2020-01-01 03:42:54.294000,0 days 00:04:07.168300
.Models.MUs.product1:1295,2020-01-01 03:38:51.372000,2020-01-01 03:41:40.653500,0 days 00:02:49.281500
.Models.MUs.product1:1296,2020-01-01 03:39:09.618900,2020-01-01 03:44:17.763300,0 days 00:05:08.144400
.Models.MUs.product1:1297,2020-01-01 03:39:34.342900,2020-01-01 03:42:43.333500,0 days 00:03:08.990600
.Models.MUs.product1:1298,2020-01-01 03:39:36.655400,2020-01-01 03:43:35.994200,0 days 00:03:59.338800
.Models.MUs.product1:1299,2020-01-01 03:39:39.644200,2020-01-01 03:43:35.994200,0 days 00:03:56.350000
.Models.MUs.product1:1300,2020-01-01 03:40:04.594500,2020-01-01 03:43:35.994200,0 days 00:03:31.399700
.Models.MUs.product1:1301,2020-01-01 03:40:10.752700,2020-01-01 03:44:18.740500,0 days 00:04:07.987800
.Models.MUs.product1:1302,2020-01-01 03:40:23.063600,2020-01-01 03:43:30.817400,0 days 00:03:07.753800
.Models.MUs.product1:1303,2020-01-01 03:40:40.151700,2020-01-01 03:44:42.548700,0 days 00:04:02.397000
.Models.MUs.product1:1304,2020-01-01 03:40:56.190600,2020-01-01 03:44:50.994200,0 days 00:03:54.803600
.Models.MUs.product1:1305,2020-01-01 03:41:01.388100,2020-01-01 03:43:51.427000,0 days 00:02:50.038900
.Models.MUs.product1:1306,2020-01-01 03:41:16.251500,2020-01-01 03:44:10.629300,0 days 00:02:54.377800
.Models.MUs.product1:1307,2020-01-01 03:41:19.252700,2020-01-01 03:44:05.903600,0 days 00:02:46.650900
.Models.MUs.product1:1308,2020-01-01 03:41:20.283200,2020-01-01 03:45:38.740500,0 days 00:04:18.457300
.Models.MUs.product1:1309,2020-01-01 03:41:20.421400,2020-01-01 03:45:38.740500,0 days 00:04:18.319100
.Models.MUs.product1:1310,2020-01-01 03:41:30.268800,2020-01-01 03:45:03.034900,0 days 00:03:32.766100
.Models.MUs.product1:1311,2020-01-01 03:41:44.916400,2020-01-01 03:46:06.576900,0 days 00:04:21.660500
.Models.MUs.product1:1312,2020-01-01 03:41:49.095600,2020-01-01 03:45:17.056100,0 days 00:03:27.960500
.Models.MUs.product1:1313,2020-01-01 03:42:47.833400,2020-01-01 03:45:52.405800,0 days 00:03:04.572400
.Models.MUs.product1:1314,2020-01-01 03:42:48.330100,2020-01-01 03:46:58.955700,0 days 00:04:10.625600
.Models.MUs.product1:1315,2020-01-01 03:43:06.398100,2020-01-01 03:46:47.763300,0 days 00:03:41.365200
.Models.MUs.product1:1316,2020-01-01 03:43:16.009800,2020-01-01 03:46:22.518200,0 days 00:03:06.508400
.Models.MUs.product1:1317,2020-01-01 03:43:27.450300,2020-01-01 03:47:28.867900,0 days 00:04:01.417600
.Models.MUs.product1:1318,2020-01-01 03:43:31.853000,2020-01-01 03:48:35.994200,0 days 00:05:04.141200
.Models.MUs.product1:1319,2020-01-01 03:43:39.318100,2020-01-01 03:46:40.674300,0 days 00:03:01.356200
.Models.MUs.product1:1320,2020-01-01 03:44:02.850400,2020-01-01 03:48:00.779400,0 days 00:03:57.929000
.Models.MUs.product1:1321,2020-01-01 03:44:04.676500,2020-01-01 03:48:35.994200,0 days 00:04:31.317700
.Models.MUs.product1:1322,2020-01-01 03:44:32.780300,2020-01-01 03:48:17.446100,0 days 00:03:44.665800
.Models.MUs.product1:1323,2020-01-01 03:44:41.184000,2020-01-01 03:49:17.763300,0 days 00:04:36.579300
.Models.MUs.product1:1324,2020-01-01 03:44:51.457200,2020-01-01 03:48:22.554300,0 days 00:03:31.097100
.Models.MUs.product1:1325,2020-01-01 03:45:04.755300,2020-01-01 03:48:38.597400,0 days 00:03:33.842100
.Models.MUs.product1:1326,2020-01-01 03:45:04.779900,2020-01-01 03:48:48.867900,0 days 00:03:44.088000
.Models.MUs.product1:1327,2020-01-01 03:45:14.362200,2020-01-01 03:47:16.787900,0 days 00:02:02.425700
.Models.MUs.product1:1328,2020-01-01 03:45:30.077300,2020-01-01 03:48:37.060200,0 days 00:03:06.982900
.Models.MUs.product1:1329,2020-01-01 03:45:34.022300,2020-01-01 03:50:03.025000,0 days 00:04:29.002700
.Models.MUs.product1:1330,2020-01-01 03:45:39.410500,2020-01-01 03:49:17.285000,0 days 00:03:37.874500
.Models.MUs.product1:1331,2020-01-01 03:45:44.392200,2020-01-01 03:49:33.951600,0 days 00:03:49.559400
.Models.MUs.product1:1332,2020-01-01 03:45:52.657600,2020-01-01 03:49:48.136900,0 days 00:03:55.479300
.Models.MUs.product1:1333,2020-01-01 03:46:13.116300,2020-01-01 03:49:28.867900,0 days 00:03:15.751600
.Models.MUs.product1:1334,2020-01-01 03:46:17.038800,2020-01-01 03:50:35.136800,0 days 00:04:18.098000
.Models.MUs.product1:1335,2020-01-01 03:46:28.346900,2020-01-01 03:50:09.296700,0 days 00:03:40.949800
.Models.MUs.product1:1336,2020-01-01 03:46:28.822400,2020-01-01 03:50:12.834400,0 days 00:03:44.012000
.Models.MUs.product1:1337,2020-01-01 03:47:01.943700,2020-01-01 03:51:26.037300,0 days 00:04:24.093600
.Models.MUs.product1:1338,2020-01-01 03:47:09.817700,2020-01-01 03:49:56.167700,0 days 00:02:46.350000
.Models.MUs.product1:1339,2020-01-01 03:47:15.006200,2020-01-01 03:51:08.406200,0 days 00:03:53.400000
.Models.MUs.product1:1340,2020-01-01 03:47:17.133400,2020-01-01 03:53:04.824400,0 days 00:05:47.691000
.Models.MUs.product1:1341,2020-01-01 03:47:23.070600,2020-01-01 03:50:43.025000,0 days 00:03:19.954400
.Models.MUs.product1:1342,2020-01-01 03:47:24.607600,2020-01-01 03:52:36.092100,0 days 00:05:11.484500
.Models.MUs.product1:1343,2020-01-01 03:47:27.156400,2020-01-01 03:51:32.684100,0 days 00:04:05.527700
.Models.MUs.product1:1344,2020-01-01 03:47:33.496600,2020-01-01 03:51:14.996900,0 days 00:03:41.500300
.Models.MUs.product1:1345,2020-01-01 03:47:39.040100,2020-01-01 03:50:51.803500,0 days 00:03:12.763400
.Models.MUs.product1:1346,2020-01-01 03:47:45.021900,2020-01-01 03:51:57.610100,0 days 00:04:12.588200
.Models.MUs.product1:1347,2020-01-01 03:47:51.937800,2020-01-01 03:51:21.092100,0 days 00:03:29.154300
.Models.MUs.product1:1348,2020-01-01 03:47:54.888300,2020-01-01 03:51:41.739500,0 days 00:03:46.851200
.Models.MUs.product1:1349,2020-01-01 03:48:04.898900,2020-01-01 03:51:25.072900,0 days 00:03:20.174000
.Models.MUs.product1:1350,2020-01-01 03:48:08.502200,2020-01-01 03:51:43.125800,0 days 00:03:34.623600
.Models.MUs.product1:1351,2020-01-01 03:48:22.912500,2020-01-01 03:51:31.663500,0 days 00:03:08.751000
.Models.MUs.product1:1352,2020-01-01 03:49:19.837200,2020-01-01 03:53:52.549600,0 days 00:04:32.712400
.Models.MUs.product1:1353,2020-01-01 03:49:37.583700,2020-01-01 03:54:02.402800,0 days 00:04:24.819100
.Models.MUs.product1:1354,2020-01-01 03:50:18.364500,2020-01-01 03:53:50.297500,0 days 00:03:31.933000
.Models.MUs.product1:1355,2020-01-01 03:50:20.407100,2020-01-01 03:52:58.630600,0 days 00:02:38.223500
.Models.MUs.product1:1356,2020-01-01 03:50:25.006800,2020-01-01 03:54:07.437300,0 days 00:03:42.430500
.Models.MUs.product1:1357,2020-01-01 03:50:31.507800,2020-01-01 03:54:02.402800,0 days 00:03:30.895000
.Models.MUs.product1:1358,2020-01-01 03:50:47.552300,2020-01-01 03:54:42.402800,0 days 00:03:54.850500
.Models.MUs.product1:1359,2020-01-01 03:50:49.329100,2020-01-01 03:54:14.551600,0 days 00:03:25.222500
.Models.MUs.product1:1360,2020-01-01 03:50:55.904300,2020-01-01 03:55:34.824400,0 days 00:04:38.920100
.Models.MUs.product1:1361,2020-01-01 03:50:58.050400,2020-01-01 03:55:20.197700,0 days 00:04:22.147300
.Models.MUs.product1:1362,2020-01-01 03:51:06.051500,2020-01-01 03:55:34.824400,0 days 00:04:28.772900
.Models.MUs.product1:1363,2020-01-01 03:51:12.251300,2020-01-01 03:55:34.824400,0 days 00:04:22.573100
.Models.MUs.product1:1364,2020-01-01 03:51:27.867200,2020-01-01 03:55:35.599500,0 days 00:04:07.732300
.Models.MUs.product1:1365,2020-01-01 03:52:03.423800,2020-01-01 03:56:26.725100,0 days 00:04:23.301300
.Models.MUs.product1:1366,2020-01-01 03:52:16.957400,2020-01-01 03:56:49.824400,0 days 00:04:32.867000
.Models.MUs.product1:1367,2020-01-01 03:52:18.260200,2020-01-01 03:55:53.531000,0 days 00:03:35.270800
.Models.MUs.product1:1368,2020-01-01 03:52:20.833500,2020-01-01 03:56:02.402800,0 days 00:03:41.569300
.Models.MUs.product1:1369,2020-01-01 03:52:30.049700,2020-01-01 03:56:34.405900,0 days 00:04:04.356200
.Models.MUs.product1:1370,2020-01-01 03:52:38.791800,2020-01-01 03:55:50.258100,0 days 00:03:11.466300
.Models.MUs.product1:1371,2020-01-01 03:52:48.014800,2020-01-01 03:56:43.391800,0 days 00:03:55.377000
.Models.MUs.product1:1372,2020-01-01 03:53:22.641900,2020-01-01 03:56:29.790500,0 days 00:03:07.148600
.Models.MUs.product1:1373,2020-01-01 03:53:51.627600,2020-01-01 03:57:10.297500,0 days 00:03:18.669900
.Models.MUs.product1:1374,2020-01-01 03:54:04.738000,2020-01-01 03:57:49.405900,0 days 00:03:44.667900
.Models.MUs.product1:1375,2020-01-01 03:54:06.661800,2020-01-01 03:59:04.405900,0 days 00:04:57.744100
.Models.MUs.product1:1376,2020-01-01 03:54:11.574900,2020-01-01 03:58:04.824400,0 days 00:03:53.249500
.Models.MUs.product1:1377,2020-01-01 03:54:14.370000,2020-01-01 03:57:03.888400,0 days 00:02:49.518400
.Models.MUs.product1:1378,2020-01-01 03:54:18.635000,2020-01-01 03:59:10.297500,0 days 00:04:51.662500
.Models.MUs.product1:1379,2020-01-01 03:54:33.133400,2020-01-01 03:58:04.824400,0 days 00:03:31.691000
.Models.MUs.product1:1380,2020-01-01 03:55:12.520100,2020-01-01 03:58:35.018300,0 days 00:03:22.498200
.Models.MUs.product1:1381,2020-01-01 03:55:17.800600,2020-01-01 03:59:10.297500,0 days 00:03:52.496900
.Models.MUs.product1:1382,2020-01-01 03:55:19.529400,2020-01-01 03:58:13.026000,0 days 00:02:53.496600
.Models.MUs.product1:1383,2020-01-01 03:55:20.247200,2020-01-01 03:59:36.511700,0 days 00:04:16.264500
.Models.MUs.product1:1384,2020-01-01 03:55:24.807500,2020-01-01 03:59:21.613400,0 days 00:03:56.805900
.Models.MUs.product1:1385,2020-01-01 03:55:45.168000,2020-01-01 03:59:50.297500,0 days 00:04:05.129500
.Models.MUs.product1:1386,2020-01-01 03:55:52.041500,2020-01-01 04:00:03.061200,0 days 00:04:11.019700
.Models.MUs.product1:1387,2020-01-01 03:55:53.537000,2020-01-01 03:59:10.297500,0 days 00:03:16.760500
.Models.MUs.product1:1388,2020-01-01 03:55:55.934600,2020-01-01 03:58:54.981200,0 days 00:02:59.046600
.Models.MUs.product1:1389,2020-01-01 03:56:00.190300,2020-01-01 04:00:05.209400,0 days 00:04:05.019100
.Models.MUs.product1:1390,2020-01-01 03:56:00.579900,2020-01-01 03:58:29.692700,0 days 00:02:29.112800
.Models.MUs.product1:1391,2020-01-01 03:56:01.420000,2020-01-01 03:59:48.542700,0 days 00:03:47.122700
.Models.MUs.product1:1392,2020-01-01 03:56:10.648200,2020-01-01 04:00:34.824400,0 days 00:04:24.176200
.Models.MUs.product1:1393,2020-01-01 03:56:24.113300,2020-01-01 03:59:19.824400,0 days 00:02:55.711100
.Models.MUs.product1:1394,2020-01-01 03:56:43.567800,2020-01-01 03:59:44.756700,0 days 00:03:01.188900
.Models.MUs.product1:1395,2020-01-01 03:56:52.803500,2020-01-01 04:00:18.090100,0 days 00:03:25.286600
.Models.MUs.product1:1396,2020-01-01 03:56:54.392000,2020-01-01 04:00:30.297500,0 days 00:03:35.905500
.Models.MUs.product1:1397,2020-01-01 03:57:12.234400,2020-01-01 04:00:34.824400,0 days 00:03:22.590000
.Models.MUs.product1:1398,2020-01-01 03:57:17.786800,2020-01-01 04:00:21.876000,0 days 00:03:04.089200
.Models.MUs.product1:1399,2020-01-01 03:57:22.126600,2020-01-01 04:00:54.107800,0 days 00:03:31.981200
.Models.MUs.product1:1400,2020-01-01 03:57:37.165200,2020-01-01 04:01:11.320900,0 days 00:03:34.155700
.Models.MUs.product1:1401,2020-01-01 03:57:59.256100,2020-01-01 04:01:10.696000,0 days 00:03:11.439900
.Models.MUs.product1:1402,2020-01-01 03:58:02.087500,2020-01-01 04:01:39.987400,0 days 00:03:37.899900
.Models.MUs.product1:1403,2020-01-01 03:58:07.109000,2020-01-01 04:03:04.824400,0 days 00:04:57.715400
.Models.MUs.product1:1404,2020-01-01 03:58:17.230600,2020-01-01 04:03:04.824400,0 days 00:04:47.593800
.Models.MUs.product1:1405,2020-01-01 03:58:24.107000,2020-01-01 04:02:09.007300,0 days 00:03:44.900300
.Models.MUs.product1:1406,2020-01-01 03:58:40.000900,2020-01-01 04:01:28.225800,0 days 00:02:48.224900
.Models.MUs.product1:1407,2020-01-01 03:58:46.308300,2020-01-01 04:03:04.824400,0 days 00:04:18.516100
.Models.MUs.product1:1408,2020-01-01 03:58:48.584000,2020-01-01 04:02:07.865100,0 days 00:03:19.281100
.Models.MUs.product1:1409,2020-01-01 03:58:50.995500,2020-01-01 04:03:04.824400,0 days 00:04:13.828900
.Models.MUs.product1:1410,2020-01-01 03:58:52.359800,2020-01-01 04:02:49.405900,0 days 00:03:57.046100
.Models.MUs.product1:1411,2020-01-01 03:58:58.937700,2020-01-01 04:03:28.630600,0 days 00:04:29.692900
.Models.MUs.product1:1412,2020-01-01 03:59:03.998800,2020-01-01 04:02:44.342600,0 days 00:03:40.343800
.Models.MUs.product1:1413,2020-01-01 03:59:08.272500,2020-01-01 04:02:48.630600,0 days 00:03:40.358100
.Models.MUs.product1:1414,2020-01-01 03:59:47.259200,2020-01-01 04:04:41.363500,0 days 00:04:54.104300
.Models.MUs.product1:1415,2020-01-01 03:59:55.970000,2020-01-01 04:02:16.392400,0 days 00:02:20.422400
.Models.MUs.product1:1416,2020-01-01 04:00:05.057900,2020-01-01 04:03:40.248300,0 days 00:03:35.190400
.Models.MUs.product1:1417,2020-01-01 04:00:11.286600,2020-01-01 04:04:19.824400,0 days 00:04:08.537800
.Models.MUs.product1:1418,2020-01-01 04:00:17.545200,2020-01-01 04:04:24.368200,0 days 00:04:06.823000
.Models.MUs.product1:1419,2020-01-01 04:00:37.169700,2020-01-01 04:04:04.405900,0 days 00:03:27.236200
.Models.MUs.product1:1420,2020-01-01 04:00:57.444000,2020-01-01 04:05:14.887000,0 days 00:04:17.443000
.Models.MUs.product1:1421,2020-01-01 04:01:02.422600,2020-01-01 04:04:19.102600,0 days 00:03:16.680000
.Models.MUs.product1:1422,2020-01-01 04:01:08.020800,2020-01-01 04:04:56.503100,0 days 00:03:48.482300
.Models.MUs.product1:1423,2020-01-01 04:01:13.147000,2020-01-01 04:04:58.774200,0 days 00:03:45.627200
.Models.MUs.product1:1424,2020-01-01 04:01:48.879000,2020-01-01 04:04:58.220300,0 days 00:03:09.341300
.Models.MUs.product1:1425,2020-01-01 04:01:51.451100,2020-01-01 04:05:38.774200,0 days 00:03:47.323100
.Models.MUs.product1:1426,2020-01-01 04:02:31.994300,2020-01-01 04:06:57.148000,0 days 00:04:25.153700
.Models.MUs.product1:1427,2020-01-01 04:02:39.248100,2020-01-01 04:06:06.448000,0 days 00:03:27.199900
.Models.MUs.product1:1428,2020-01-01 04:02:39.964700,2020-01-01 04:06:18.774200,0 days 00:03:38.809500
.Models.MUs.product1:1429,2020-01-01 04:02:41.319000,2020-01-01 04:06:38.077800,0 days 00:03:56.758800
.Models.MUs.product1:1430,2020-01-01 04:02:45.083900,2020-01-01 04:05:38.670000,0 days 00:02:53.586100
.Models.MUs.product1:1431,2020-01-01 04:02:57.933900,2020-01-01 04:05:22.003300,0 days 00:02:24.069400
.Models.MUs.product1:1432,2020-01-01 04:03:10.311500,2020-01-01 04:06:57.148000,0 days 00:03:46.836500
.Models.MUs.product1:1433,2020-01-01 04:03:17.592600,2020-01-01 04:07:48.541700,0 days 00:04:30.949100
.Models.MUs.product1:1434,2020-01-01 04:03:25.093300,2020-01-01 04:08:12.148000,0 days 00:04:47.054700
.Models.MUs.product1:1435,2020-01-01 04:03:28.031400,2020-01-01 04:06:57.148000,0 days 00:03:29.116600
.Models.MUs.product1:1436,2020-01-01 04:03:50.370300,2020-01-01 04:06:50.859400,0 days 00:03:00.489100
